evi,nbr,ndmi,ndvi,ndwi,year,restoration_event
0.10605917669254421,0.02178667666836009,-0.13982773082189048,0.18966774565899486,-0.27621642535073226,1984,
0.09555174813675381,-0.03555968384342374,-0.18088450780475393,0.1653250048475009,-0.25102474372441946,1985,
0.08768501973431066,-0.020960718602368023,-0.15918914476748597,0.14340859197555822,-0.23431108597195346,1986,
0.0942194296428805,-0.007321720613132666,-0.1502785698601607,0.15366489489709156,-0.24372567574585194,1987,
0.09350029173221364,-0.027214398949892422,-0.16013454191665608,0.1603321574431092,-0.24813491408692415,1988,
0.08541745011653629,-0.04224099076886936,-0.16974832186980704,0.14818269364676212,-0.23563239372975414,1989,
0.08926537710799132,-0.07442220638451093,-0.1893030535446195,0.1561174402267841,-0.23456488149292717,1990,
0.09117855310195684,-0.05537757917689965,-0.1611298887012588,0.1539747801683663,-0.24026591879588327,1991,
0.08731726603419473,0.010296318633409676,-0.13834752668951844,0.14394563836162125,-0.2436588447414468,1992,
0.10975748696127578,0.04636031148574351,-0.11318468767861227,0.17581228828838066,-0.2675618118893468,1993,
0.095582521569098,-0.040309513393806,-0.1760939812297595,0.1570085619598666,-0.2390513561747731,1994,
0.11053536030269161,0.016813729449886447,-0.13276451978190723,0.18884957269430266,-0.27372807222239054,1995,
0.11914630873427964,0.016010436279898715,-0.14408446543932274,0.20214253158593623,-0.30639274879602874,1996,
0.11172373104103665,0.008058064708391566,-0.15324814364246173,0.18684956194066957,-0.2711026586689647,1997,
0.10402623494976905,-0.00806722421334143,-0.16180276558848536,0.17179534418764117,-0.2573538107740136,1998,
0.09543399538789311,-0.006176332212558339,-0.15899982910400506,0.16042029949291614,-0.27711607726063303,1999,
0.09095446154476021,0.007519723845185985,-0.1507232479393492,0.1557827266963524,-0.27476432669989703,2000,
0.08345427741639333,-0.08309449312698196,-0.21505749225992393,0.14737803507497566,-0.24939059221428528,2001,
0.08207164946510669,-0.07388906893915034,-0.1951682848323678,0.1418198102749242,-0.23845668097605788,2002,
0.09428842713785014,-0.017950579469677288,-0.15834047212856117,0.16073558980391062,-0.27150020471280323,2003,
0.0989685357279735,-0.015957854945715517,-0.15795467391661214,0.1696449988649561,-0.2678820062936291,2004,
0.08845950799779004,-0.08094107524300027,-0.19483455946962203,0.1585165056023209,-0.2665216784980566,2005,
0.10648235092296725,-0.018306712483622416,-0.16153728189385952,0.18655185235443503,-0.29109583239403936,2006,
0.09282694281583033,-0.0005919272100819656,-0.16688015901947836,0.16383019740339702,-0.2728461328248593,2007,
0.09386850674559881,-0.03163043315323764,-0.18275758028442562,0.16623131115228076,-0.27062377714761565,2008,
0.08813096628565337,-0.04391662718793194,-0.18988845136841714,0.15672596979597275,-0.2605832873880386,2009,
0.0967762948876943,-0.03477885142361207,-0.17877941866443844,0.17574385960869823,-0.2740432023037969,2010,
0.10574697739187973,0.024264069351916866,-0.1579830869822455,0.1858527177581956,-0.29655287458173535,2011,
0.0902353441696735,-0.04280076049431624,-0.19166135415042218,0.15766380818021136,-0.26252894974692836,2012,
0.10262309857467754,-0.07504857589438178,-0.20984097115591474,0.19484587688862057,-0.2940044580237338,2013,
0.10568448415011175,-0.03237091319889135,-0.18738404265779032,0.19504991933779886,-0.31562947440375905,2014,
0.10354030531257682,0.0076009890595725525,-0.16401042848904065,0.18109565024232233,-0.3041663711481078,2015,
0.061059794133331964,-0.26278221939783847,-0.2693589172028265,0.15470878017464987,-0.23663477773281488,2016,
0.1206194309703137,0.03441189043335737,-0.10362400505103363,0.20633045740794123,-0.3465750626286704,2017,
0.11532431773978356,0.05282389669664668,-0.12037992982005467,0.19579859110874712,-0.3340736952581263,2018,
0.12999017563419527,0.03627589771331174,-0.13526836424135172,0.22871729648620553,-0.35101825638315465,2019,
0.10056697888128345,-0.05600525993350018,-0.18943433119901593,0.18504165576889392,-0.2938630139127822,2020,
0.11301743386140152,0.036333625735366026,-0.12991722793506927,0.19342524063043284,-0.29810322531350586,2021,
0.1279089129468039,0.01242963072417638,-0.13857385276199696,0.2316350412909746,-0.3456974861836997,2022,
0.12379656545351098,0.007677065133888787,-0.15170014824092218,0.22247572839283591,-0.34798283439463845,2023,
0.13252921163880368,0.06445777870564634,-0.11515251438847748,0.22827358662463285,-0.3562979685745946,2024,
0.13485625721701924,0.08555567482914138,-0.11938869443748515,0.24150226966512875,-0.3684538122117055,2025,
